meddra_code	umls_concept_id	concept_name	child_query_id	child_query_level	mesh_unique_id	mesh_term
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10023845	2	D007819	Laryngeal Edema
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10023862	2	D007829	Laryngostenosis
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10023891	2	D007826	Laryngismus
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10042241	2	D012135	Respiratory Sounds
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10060786	2	D055092	Laryngomalacia
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10002653	2	D000857	Olfaction Disorders
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10015090	2	D004844	Epistaxis
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10028756	2	D009298	Nasal Polyps
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10028765	2	D061270	Nasal Septal Perforation
10046304	C0947736	Upper respiratory tract disorders (excl infections)	10062209	2	D009668	Nose Diseases
10046708	C0451641	Urolithiasis	10046708	0	D052878	Urolithiasis
10046828	C0947774	"Uterine, pelvic and broad ligament disorders"	10046805	1	D014594	Uterine Neoplasms
10046973	C0018824	Heart valve disease	10046973	0	D006349	Heart Valve Diseases
10047075	C0851563	Vascular hemorrhagic disorders	10052742	1	D006471	Gastrointestinal Hemorrhage
10047116	C0947751	Vascular inflammations	10003231	1	D001167	Arteritis
10047518	C0042790	Vision Disorders	10047518	0	D014786	Vision Disorders
10047635	C0268657	Vitamin related disorders	10019008	2	D006475	Vitamin K Deficiency Bleeding
10047635	C0268657	Vitamin related disorders	10023361	2	C536156	Keratomalacia
10047635	C0268657	Vitamin related disorders	10029404	2	D009755	Night Blindness
10047635	C0268657	Vitamin related disorders	10047586	2	D014802	Vitamin A Deficiency
10047635	C0268657	Vitamin related disorders	10047626	2	D014808	Vitamin D Deficiency
10047635	C0268657	Vitamin related disorders	10047631	2	D014811	Vitamin E Deficiency
10047635	C0268657	Vitamin related disorders	10047634	2	D014813	Vitamin K Deficiency
10047635	C0268657	Vitamin related disorders	10048221	2	D014985	Xerophthalmia
10047635	C0268657	Vitamin related disorders	10020916	2	D006986	Hypervitaminosis A
10047635	C0268657	Vitamin related disorders	10002064	2	D000748	"Anemia, Macrocytic"
10047635	C0268657	Vitamin related disorders	10002065	2	D000749	"Anemia, Megaloblastic"
10047635	C0268657	Vitamin related disorders	10021135	2	D001361	Avitaminosis
10047635	C0268657	Vitamin related disorders	10044697	2	D013182	"Sprue, Tropical"
10047635	C0268657	Vitamin related disorders	10004906	2	C531633	Biotin deficiency
10047635	C0268657	Vitamin related disorders	10016880	2	D005494	Folic Acid Deficiency
10047635	C0268657	Vitamin related disorders	10047601	2	D013832	Thiamine Deficiency
10047635	C0268657	Vitamin related disorders	10047609	2	D014806	Vitamin B 12 Deficiency
10047635	C0268657	Vitamin related disorders	10047612	2	D012257	Riboflavin Deficiency
10047635	C0268657	Vitamin related disorders	10047617	2	D026681	Vitamin B 6 Deficiency
10047635	C0268657	Vitamin related disorders	10047623	2	D001206	Ascorbic Acid Deficiency
10047635	C0268657	Vitamin related disorders	10047911	2	D014899	Wernicke Encephalopathy
10047635	C0268657	Vitamin related disorders	10047913	2	D020915	Korsakoff Syndrome
10047635	C0268657	Vitamin related disorders	10061580	2	D014804	Vitamin B Deficiency
10047635	C0268657	Vitamin related disorders	10079953	2	D052879	Subacute Combined Degeneration
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10046885	2	D014625	Vaginal Neoplasms
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10047741	2	D014846	Vulvar Neoplasms
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10021529	2	C562397	"Hymen, Imperforate"
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10046910	2	D014592	Uterine Hemorrhage
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10047754	2	D014845	Vulvar Diseases
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10047760	2	D007724	Vulvar Lichen Sclerosus
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10061402	2	D014623	Vaginal Diseases
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10065813	2	D014624	Vaginal Fistula
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10046901	2	D019522	Vaginal Discharge
10047789	C0851546	Vulvovaginal disorders (excl infections and inflammations)	10055161	2	D006399	Hematocolpos
10057165	C0042345	Varicosity	10057165	0	D014648	Varicose Veins
10057167	C1112722	Mental impairment disorders	10077548	1	D008607	Intellectual Disability
10064477	C1536063	Coagulopathies and bleeding diatheses (excl thrombocytopenic)	10053567	1	D001778	Blood Coagulation Disorders
