"HLGT"	"gene"	"mesh_tr"	"HLGT_N"	"mesh_N"	"intersect_N"	"flag"
"upper respiratory tract disorders (excl infections)"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"160380"	"3568"	"3"	FALSE
"upper respiratory tract disorders (excl infections)"	"CNR1"	"Receptor, Cannabinoid, CB1"	"160380"	"5259"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"ADORA1"	"Receptor, Adenosine A1"	"160380"	"1347"	"1"	FALSE
"upper respiratory tract disorders (excl infections)"	"EDNRB"	"Receptor, Endothelin B"	"160380"	"2261"	"1"	FALSE
"upper respiratory tract disorders (excl infections)"	"EDNRA"	"Receptor, Endothelin A"	"160380"	"2741"	"1"	FALSE
"upper respiratory tract disorders (excl infections)"	"ADORA2A"	"Receptor, Adenosine A2A"	"160380"	"2325"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"NTSR1"	"Receptors, Neurotensin"	"160380"	"1049"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"OPRD1"	"Receptors, Opioid, delta"	"160380"	"4485"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"ESR1"	"Receptors, Estrogen"	"160380"	"48067"	"72"	FALSE
"upper respiratory tract disorders (excl infections)"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"160380"	"592"	"9"	FALSE
"upper respiratory tract disorders (excl infections)"	"OPRM1"	"Receptors, Opioid, mu"	"160380"	"8769"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"160380"	"1388"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"160380"	"6470"	"0"	FALSE
"upper respiratory tract disorders (excl infections)"	"DRD1"	"Receptors, Dopamine D1"	"160380"	"7121"	"3"	FALSE
"upper respiratory tract disorders (excl infections)"	"HRH1"	"Receptors, Histamine H1"	"160380"	"2208"	"48"	FALSE
"angioedema and urticaria"	"AR"	"Receptors, Androgen"	"5749"	"14984"	"0"	TRUE
"angioedema and urticaria"	"NR3C1"	"Receptors, Glucocorticoid"	"5749"	"12736"	"1"	FALSE
"angioedema and urticaria"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"5749"	"1657"	"0"	FALSE
"angioedema and urticaria"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"5749"	"855"	"0"	FALSE
"angioedema and urticaria"	"PTGS2"	"Cyclooxygenase 2"	"5749"	"22509"	"3"	FALSE
"angioedema and urticaria"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"5749"	"1839"	"0"	FALSE
"angioedema and urticaria"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"5749"	"3624"	"0"	FALSE
"angioedema and urticaria"	"KCNH2"	"ERG1 Potassium Channel"	"5749"	"1772"	"0"	FALSE
"angioedema and urticaria"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"5749"	"480"	"0"	FALSE
"angioedema and urticaria"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"5749"	"3015"	"0"	FALSE
"angioedema and urticaria"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"5749"	"1523"	"0"	FALSE
"angioedema and urticaria"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"5749"	"554"	"0"	FALSE
"angioedema and urticaria"	"MAOA"	"Monoamine Oxidase"	"5749"	"11015"	"0"	FALSE
"angioedema and urticaria"	"PGR"	"Receptors, Progesterone"	"5749"	"18606"	"0"	FALSE
"angioedema and urticaria"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"5749"	"4272"	"0"	FALSE
"angioedema and urticaria"	"GABRA1"	"Receptors, GABA-A"	"5749"	"18704"	"0"	FALSE
"angioedema and urticaria"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"5749"	"424"	"0"	FALSE
"angioedema and urticaria"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"5749"	"6781"	"3"	FALSE
"angioedema and urticaria"	"ADORA3"	"Receptor, Adenosine A3"	"5749"	"746"	"0"	FALSE
"angioedema and urticaria"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"5749"	"6442"	"0"	FALSE
"angioedema and urticaria"	"ACHE"	"Acetylcholinesterase"	"5749"	"21600"	"0"	FALSE
"angioedema and urticaria"	"CHRM1"	"Receptor, Muscarinic M1"	"5749"	"1272"	"0"	FALSE
"angioedema and urticaria"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"5749"	"26904"	"0"	FALSE
"angioedema and urticaria"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"5749"	"5639"	"0"	FALSE
"angioedema and urticaria"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"5749"	"3568"	"0"	FALSE
"angioedema and urticaria"	"CNR1"	"Receptor, Cannabinoid, CB1"	"5749"	"5259"	"0"	FALSE
"angioedema and urticaria"	"ADORA1"	"Receptor, Adenosine A1"	"5749"	"1347"	"0"	FALSE
"angioedema and urticaria"	"EDNRB"	"Receptor, Endothelin B"	"5749"	"2261"	"0"	FALSE
"angioedema and urticaria"	"EDNRA"	"Receptor, Endothelin A"	"5749"	"2741"	"0"	FALSE
"angioedema and urticaria"	"ADORA2A"	"Receptor, Adenosine A2A"	"5749"	"2325"	"0"	FALSE
"angioedema and urticaria"	"NTSR1"	"Receptors, Neurotensin"	"5749"	"1049"	"0"	FALSE
"angioedema and urticaria"	"OPRD1"	"Receptors, Opioid, delta"	"5749"	"4485"	"0"	FALSE
"angioedema and urticaria"	"ESR1"	"Receptors, Estrogen"	"5749"	"48067"	"0"	FALSE
"angioedema and urticaria"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"5749"	"592"	"0"	FALSE
"angioedema and urticaria"	"OPRM1"	"Receptors, Opioid, mu"	"5749"	"8769"	"0"	FALSE
"angioedema and urticaria"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"5749"	"1388"	"0"	FALSE
"angioedema and urticaria"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"5749"	"6470"	"0"	FALSE
"angioedema and urticaria"	"DRD1"	"Receptors, Dopamine D1"	"5749"	"7121"	"0"	FALSE
"angioedema and urticaria"	"HRH1"	"Receptors, Histamine H1"	"5749"	"2208"	"0"	FALSE
"cornification and dystrophic skin disorders"	"AR"	"Receptors, Androgen"	"5204"	"14984"	"0"	FALSE
"cornification and dystrophic skin disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"5204"	"12736"	"0"	FALSE
"cornification and dystrophic skin disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"5204"	"1657"	"0"	FALSE
"cornification and dystrophic skin disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"5204"	"855"	"0"	TRUE
"cornification and dystrophic skin disorders"	"PTGS2"	"Cyclooxygenase 2"	"5204"	"22509"	"0"	FALSE
"cornification and dystrophic skin disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"5204"	"1839"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"5204"	"3624"	"0"	FALSE
"cornification and dystrophic skin disorders"	"KCNH2"	"ERG1 Potassium Channel"	"5204"	"1772"	"0"	FALSE
"cornification and dystrophic skin disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"5204"	"480"	"0"	FALSE
"cornification and dystrophic skin disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"5204"	"3015"	"0"	FALSE
"cornification and dystrophic skin disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"5204"	"1523"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"5204"	"554"	"0"	FALSE
"cornification and dystrophic skin disorders"	"MAOA"	"Monoamine Oxidase"	"5204"	"11015"	"0"	FALSE
"cornification and dystrophic skin disorders"	"PGR"	"Receptors, Progesterone"	"5204"	"18606"	"0"	TRUE
"cornification and dystrophic skin disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"5204"	"4272"	"0"	FALSE
"cornification and dystrophic skin disorders"	"GABRA1"	"Receptors, GABA-A"	"5204"	"18704"	"0"	FALSE
"cornification and dystrophic skin disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"5204"	"424"	"0"	FALSE
"cornification and dystrophic skin disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"5204"	"6781"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ADORA3"	"Receptor, Adenosine A3"	"5204"	"746"	"0"	TRUE
"cornification and dystrophic skin disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"5204"	"6442"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ACHE"	"Acetylcholinesterase"	"5204"	"21600"	"0"	FALSE
"cornification and dystrophic skin disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"5204"	"1272"	"0"	FALSE
"cornification and dystrophic skin disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"5204"	"26904"	"0"	FALSE
"cornification and dystrophic skin disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"5204"	"5639"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"5204"	"3568"	"0"	FALSE
"cornification and dystrophic skin disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"5204"	"5259"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ADORA1"	"Receptor, Adenosine A1"	"5204"	"1347"	"0"	FALSE
"cornification and dystrophic skin disorders"	"EDNRB"	"Receptor, Endothelin B"	"5204"	"2261"	"0"	FALSE
"cornification and dystrophic skin disorders"	"EDNRA"	"Receptor, Endothelin A"	"5204"	"2741"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"5204"	"2325"	"0"	FALSE
"cornification and dystrophic skin disorders"	"NTSR1"	"Receptors, Neurotensin"	"5204"	"1049"	"0"	FALSE
"cornification and dystrophic skin disorders"	"OPRD1"	"Receptors, Opioid, delta"	"5204"	"4485"	"0"	FALSE
"cornification and dystrophic skin disorders"	"ESR1"	"Receptors, Estrogen"	"5204"	"48067"	"0"	FALSE
"cornification and dystrophic skin disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"5204"	"592"	"0"	FALSE
"cornification and dystrophic skin disorders"	"OPRM1"	"Receptors, Opioid, mu"	"5204"	"8769"	"0"	FALSE
"cornification and dystrophic skin disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"5204"	"1388"	"0"	FALSE
"cornification and dystrophic skin disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"5204"	"6470"	"0"	FALSE
"cornification and dystrophic skin disorders"	"DRD1"	"Receptors, Dopamine D1"	"5204"	"7121"	"0"	FALSE
"cornification and dystrophic skin disorders"	"HRH1"	"Receptors, Histamine H1"	"5204"	"2208"	"0"	FALSE
"cutaneous neoplasms benign"	"AR"	"Receptors, Androgen"	"27229"	"14984"	"36"	FALSE
"cutaneous neoplasms benign"	"NR3C1"	"Receptors, Glucocorticoid"	"27229"	"12736"	"5"	FALSE
"cutaneous neoplasms benign"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"27229"	"1657"	"0"	FALSE
"cutaneous neoplasms benign"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"27229"	"855"	"1"	TRUE
"cutaneous neoplasms benign"	"PTGS2"	"Cyclooxygenase 2"	"27229"	"22509"	"11"	FALSE
"cutaneous neoplasms benign"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"27229"	"1839"	"1"	FALSE
"cutaneous neoplasms benign"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"27229"	"3624"	"0"	FALSE
"cutaneous neoplasms benign"	"KCNH2"	"ERG1 Potassium Channel"	"27229"	"1772"	"0"	FALSE
"cutaneous neoplasms benign"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"27229"	"480"	"0"	FALSE
"cutaneous neoplasms benign"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"27229"	"3015"	"0"	FALSE
"cutaneous neoplasms benign"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"27229"	"1523"	"0"	FALSE
"cutaneous neoplasms benign"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"27229"	"554"	"0"	FALSE
"cutaneous neoplasms benign"	"MAOA"	"Monoamine Oxidase"	"27229"	"11015"	"1"	FALSE
"cutaneous neoplasms benign"	"PGR"	"Receptors, Progesterone"	"27229"	"18606"	"45"	FALSE
"cutaneous neoplasms benign"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"27229"	"4272"	"0"	FALSE
"cutaneous neoplasms benign"	"GABRA1"	"Receptors, GABA-A"	"27229"	"18704"	"0"	FALSE
"cutaneous neoplasms benign"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"27229"	"424"	"0"	FALSE
"cutaneous neoplasms benign"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"27229"	"6781"	"0"	FALSE
"cutaneous neoplasms benign"	"ADORA3"	"Receptor, Adenosine A3"	"27229"	"746"	"0"	FALSE
"cutaneous neoplasms benign"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"27229"	"6442"	"1"	FALSE
"cutaneous neoplasms benign"	"ACHE"	"Acetylcholinesterase"	"27229"	"21600"	"0"	FALSE
"cutaneous neoplasms benign"	"CHRM1"	"Receptor, Muscarinic M1"	"27229"	"1272"	"0"	FALSE
"cutaneous neoplasms benign"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"27229"	"26904"	"2"	FALSE
"cutaneous neoplasms benign"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"27229"	"5639"	"0"	FALSE
"cutaneous neoplasms benign"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"27229"	"3568"	"0"	FALSE
"cutaneous neoplasms benign"	"CNR1"	"Receptor, Cannabinoid, CB1"	"27229"	"5259"	"0"	FALSE
"cutaneous neoplasms benign"	"ADORA1"	"Receptor, Adenosine A1"	"27229"	"1347"	"0"	FALSE
"cutaneous neoplasms benign"	"EDNRB"	"Receptor, Endothelin B"	"27229"	"2261"	"2"	FALSE
"cutaneous neoplasms benign"	"EDNRA"	"Receptor, Endothelin A"	"27229"	"2741"	"1"	FALSE
"cutaneous neoplasms benign"	"ADORA2A"	"Receptor, Adenosine A2A"	"27229"	"2325"	"0"	FALSE
"cutaneous neoplasms benign"	"NTSR1"	"Receptors, Neurotensin"	"27229"	"1049"	"0"	FALSE
"cutaneous neoplasms benign"	"OPRD1"	"Receptors, Opioid, delta"	"27229"	"4485"	"0"	FALSE
"cutaneous neoplasms benign"	"ESR1"	"Receptors, Estrogen"	"27229"	"48067"	"72"	FALSE
"cutaneous neoplasms benign"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"27229"	"592"	"0"	FALSE
"cutaneous neoplasms benign"	"OPRM1"	"Receptors, Opioid, mu"	"27229"	"8769"	"0"	FALSE
"cutaneous neoplasms benign"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"27229"	"1388"	"0"	FALSE
"cutaneous neoplasms benign"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"27229"	"6470"	"0"	FALSE
"cutaneous neoplasms benign"	"DRD1"	"Receptors, Dopamine D1"	"27229"	"7121"	"0"	FALSE
"cutaneous neoplasms benign"	"HRH1"	"Receptors, Histamine H1"	"27229"	"2208"	"0"	FALSE
"epidermal and dermal conditions"	"AR"	"Receptors, Androgen"	"318309"	"14984"	"40"	FALSE
"epidermal and dermal conditions"	"NR3C1"	"Receptors, Glucocorticoid"	"318309"	"12736"	"123"	FALSE
"epidermal and dermal conditions"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"318309"	"1657"	"4"	FALSE
"epidermal and dermal conditions"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"318309"	"855"	"3"	FALSE
"epidermal and dermal conditions"	"PTGS2"	"Cyclooxygenase 2"	"318309"	"22509"	"398"	FALSE
"epidermal and dermal conditions"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"318309"	"1839"	"15"	FALSE
"epidermal and dermal conditions"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"318309"	"3624"	"5"	FALSE
"epidermal and dermal conditions"	"KCNH2"	"ERG1 Potassium Channel"	"318309"	"1772"	"2"	TRUE
"epidermal and dermal conditions"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"318309"	"480"	"0"	FALSE
"epidermal and dermal conditions"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"318309"	"3015"	"7"	FALSE
"epidermal and dermal conditions"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"318309"	"1523"	"0"	FALSE
"epidermal and dermal conditions"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"318309"	"554"	"1"	FALSE
"epidermal and dermal conditions"	"MAOA"	"Monoamine Oxidase"	"318309"	"11015"	"30"	FALSE
"epidermal and dermal conditions"	"PGR"	"Receptors, Progesterone"	"318309"	"18606"	"15"	FALSE
"epidermal and dermal conditions"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"318309"	"4272"	"15"	FALSE
"epidermal and dermal conditions"	"GABRA1"	"Receptors, GABA-A"	"318309"	"18704"	"14"	FALSE
"epidermal and dermal conditions"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"318309"	"424"	"2"	FALSE
"epidermal and dermal conditions"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"318309"	"6781"	"38"	FALSE
"epidermal and dermal conditions"	"ADORA3"	"Receptor, Adenosine A3"	"318309"	"746"	"10"	FALSE
"epidermal and dermal conditions"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"318309"	"6442"	"39"	FALSE
"epidermal and dermal conditions"	"ACHE"	"Acetylcholinesterase"	"318309"	"21600"	"14"	FALSE
"epidermal and dermal conditions"	"CHRM1"	"Receptor, Muscarinic M1"	"318309"	"1272"	"7"	FALSE
"epidermal and dermal conditions"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"318309"	"26904"	"90"	FALSE
"epidermal and dermal conditions"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"318309"	"5639"	"2"	FALSE
"epidermal and dermal conditions"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"318309"	"3568"	"6"	FALSE
"epidermal and dermal conditions"	"CNR1"	"Receptor, Cannabinoid, CB1"	"318309"	"5259"	"10"	FALSE
"epidermal and dermal conditions"	"ADORA1"	"Receptor, Adenosine A1"	"318309"	"1347"	"0"	FALSE
"epidermal and dermal conditions"	"EDNRB"	"Receptor, Endothelin B"	"318309"	"2261"	"10"	FALSE
"epidermal and dermal conditions"	"EDNRA"	"Receptor, Endothelin A"	"318309"	"2741"	"30"	FALSE
"epidermal and dermal conditions"	"ADORA2A"	"Receptor, Adenosine A2A"	"318309"	"2325"	"18"	FALSE
"epidermal and dermal conditions"	"NTSR1"	"Receptors, Neurotensin"	"318309"	"1049"	"0"	FALSE
"epidermal and dermal conditions"	"OPRD1"	"Receptors, Opioid, delta"	"318309"	"4485"	"2"	FALSE
"epidermal and dermal conditions"	"ESR1"	"Receptors, Estrogen"	"318309"	"48067"	"139"	FALSE
"epidermal and dermal conditions"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"318309"	"592"	"1"	FALSE
"epidermal and dermal conditions"	"OPRM1"	"Receptors, Opioid, mu"	"318309"	"8769"	"7"	FALSE
"epidermal and dermal conditions"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"318309"	"1388"	"2"	FALSE
"epidermal and dermal conditions"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"318309"	"6470"	"10"	FALSE
"epidermal and dermal conditions"	"DRD1"	"Receptors, Dopamine D1"	"318309"	"7121"	"4"	FALSE
"epidermal and dermal conditions"	"HRH1"	"Receptors, Histamine H1"	"318309"	"2208"	"8"	FALSE
"pigmentation disorders"	"AR"	"Receptors, Androgen"	"34790"	"14984"	"11"	FALSE
"pigmentation disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"34790"	"12736"	"1"	FALSE
"pigmentation disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"34790"	"1657"	"0"	FALSE
"pigmentation disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"34790"	"855"	"0"	TRUE
"pigmentation disorders"	"PTGS2"	"Cyclooxygenase 2"	"34790"	"22509"	"17"	FALSE
"pigmentation disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"34790"	"1839"	"1"	TRUE
"pigmentation disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"34790"	"3624"	"0"	FALSE
"pigmentation disorders"	"KCNH2"	"ERG1 Potassium Channel"	"34790"	"1772"	"0"	FALSE
"pigmentation disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"34790"	"480"	"0"	FALSE
"pigmentation disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"34790"	"3015"	"2"	FALSE
"pigmentation disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"34790"	"1523"	"0"	FALSE
"pigmentation disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"34790"	"554"	"0"	FALSE
"pigmentation disorders"	"MAOA"	"Monoamine Oxidase"	"34790"	"11015"	"3"	FALSE
"pigmentation disorders"	"PGR"	"Receptors, Progesterone"	"34790"	"18606"	"5"	FALSE
"pigmentation disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"34790"	"4272"	"4"	FALSE
"pigmentation disorders"	"GABRA1"	"Receptors, GABA-A"	"34790"	"18704"	"5"	FALSE
"pigmentation disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"34790"	"424"	"0"	TRUE
"pigmentation disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"34790"	"6781"	"0"	FALSE
"pigmentation disorders"	"ADORA3"	"Receptor, Adenosine A3"	"34790"	"746"	"0"	FALSE
"pigmentation disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"34790"	"6442"	"0"	FALSE
"pigmentation disorders"	"ACHE"	"Acetylcholinesterase"	"34790"	"21600"	"8"	FALSE
"pigmentation disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"34790"	"1272"	"0"	FALSE
"pigmentation disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"34790"	"26904"	"1"	FALSE
"pigmentation disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"34790"	"5639"	"1"	FALSE
"pigmentation disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"34790"	"3568"	"0"	FALSE
"pigmentation disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"34790"	"5259"	"1"	FALSE
"pigmentation disorders"	"ADORA1"	"Receptor, Adenosine A1"	"34790"	"1347"	"0"	FALSE
"pigmentation disorders"	"EDNRB"	"Receptor, Endothelin B"	"34790"	"2261"	"20"	FALSE
"pigmentation disorders"	"EDNRA"	"Receptor, Endothelin A"	"34790"	"2741"	"2"	FALSE
"pigmentation disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"34790"	"2325"	"0"	FALSE
"pigmentation disorders"	"NTSR1"	"Receptors, Neurotensin"	"34790"	"1049"	"1"	FALSE
"pigmentation disorders"	"OPRD1"	"Receptors, Opioid, delta"	"34790"	"4485"	"0"	FALSE
"pigmentation disorders"	"ESR1"	"Receptors, Estrogen"	"34790"	"48067"	"15"	FALSE
"pigmentation disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"34790"	"592"	"0"	FALSE
"pigmentation disorders"	"OPRM1"	"Receptors, Opioid, mu"	"34790"	"8769"	"0"	FALSE
"pigmentation disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"34790"	"1388"	"0"	FALSE
"pigmentation disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"34790"	"6470"	"2"	FALSE
"pigmentation disorders"	"DRD1"	"Receptors, Dopamine D1"	"34790"	"7121"	"1"	FALSE
"pigmentation disorders"	"HRH1"	"Receptors, Histamine H1"	"34790"	"2208"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"AR"	"Receptors, Androgen"	"8192"	"14984"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"NR3C1"	"Receptors, Glucocorticoid"	"8192"	"12736"	"4"	FALSE
"skin and subcutaneous tissue disorders nec"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"8192"	"1657"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"8192"	"855"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"PTGS2"	"Cyclooxygenase 2"	"8192"	"22509"	"2"	FALSE
"skin and subcutaneous tissue disorders nec"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"8192"	"1839"	"1"	FALSE
"skin and subcutaneous tissue disorders nec"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"8192"	"3624"	"1"	FALSE
"skin and subcutaneous tissue disorders nec"	"KCNH2"	"ERG1 Potassium Channel"	"8192"	"1772"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"8192"	"480"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"8192"	"3015"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"8192"	"1523"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"8192"	"554"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"MAOA"	"Monoamine Oxidase"	"8192"	"11015"	"1"	FALSE
"skin and subcutaneous tissue disorders nec"	"PGR"	"Receptors, Progesterone"	"8192"	"18606"	"1"	TRUE
"skin and subcutaneous tissue disorders nec"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"8192"	"4272"	"1"	FALSE
"skin and subcutaneous tissue disorders nec"	"GABRA1"	"Receptors, GABA-A"	"8192"	"18704"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"8192"	"424"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"8192"	"6781"	"3"	FALSE
"skin and subcutaneous tissue disorders nec"	"ADORA3"	"Receptor, Adenosine A3"	"8192"	"746"	"0"	TRUE
"skin and subcutaneous tissue disorders nec"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"8192"	"6442"	"0"	FALSE
"skin and subcutaneous tissue disorders nec"	"ACHE"	"Acetylcholinesterase"	"8192"	"21600"	"1"	FALSE
"skin and subcutaneous tissue disorders nec"	"CHRM1"	"Receptor, Muscarinic M1"	"8192"	"1272"	"0"	FALSE
